timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427825973,120,HTTP Request small2,200,Thread Group traccia1 misto 1-18,true,100309,129,http://raspberrypi.local/small2.html,4
1548427825880,246,HTTP Request medium1,200,Thread Group traccia1 misto 1-1,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427825967,331,HTTP Request medium1,200,Thread Group traccia1 misto 1-17,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427826017,297,HTTP Request medium1,200,Thread Group traccia1 misto 1-26,true,500266,130,http://raspberrypi.local/medium1.html,3
1548427825977,583,HTTP Request big1,200,Thread Group traccia1 misto 1-19,true,2035951,127,http://raspberrypi.local/big1.html,5
1548427826719,12,HTTP Request small1,200,Thread Group traccia1 misto 1-10,true,25314,129,http://raspberrypi.local/small1.html,5
1548427826681,182,HTTP Request medium2,200,Thread Group traccia1 misto 1-11,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427827129,84,HTTP Request small2,200,Thread Group traccia1 misto 1-15,true,100309,129,http://raspberrypi.local/small2.html,4
1548427826986,326,HTTP Request medium1,200,Thread Group traccia1 misto 1-13,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427826999,318,HTTP Request medium1,200,Thread Group traccia1 misto 1-31,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427827580,31,HTTP Request small1,200,Thread Group traccia1 misto 1-16,true,25314,129,http://raspberrypi.local/small1.html,4
1548427827327,544,HTTP Request medium1,200,Thread Group traccia1 misto 1-12,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427827366,608,HTTP Request medium1,200,Thread Group traccia1 misto 1-21,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427828000,9,HTTP Request small1,200,Thread Group traccia1 misto 1-35,true,25314,129,http://raspberrypi.local/small1.html,4
